,UID,Choice,Course Code,Final Writeup,predict_recommend
733,C54A214W2,2,C43,"I would love to explore into helping companies improve their environment by doing data analysing to influence business decisions. My interest in IT and Business can help me study this course with a passion and do well. My interest in business comes from my family where we have a hawker business and I am constantly trying to improve and upgrade the business such as promoting the stall on different social media platforms. With the world advancing in technology, I feel that companies need more people that can help to improve their businesses. I have learned and achieved a lot in my CCA which is ST Johns brigade. Have Achieved to learn basic outdoor cooking, bandaging,kayaking and how to prevent injuries from getting any worst. I have done a number of first aid services during my time in CCA such as during sports day, school events, and the ASEAN Paralympic Games as a first aider in 2015.i am also the type of person that likes to try everything when I have the opportunity. I have attended the AEM Ideas for design in Temasek Poly to explore the design courses and what they do in classes. I have also recently participated in the P.L.A.Y 2018 conducted by Ngee Ann Poly to have a glimpse of Early Childhood education. I have also participated in the annual Zone 4 First Aid competition in 2014.i have also achieved home craft, home nursing, a gold for the kindness badge and a silver for the total defence badge programme during my time in CCA.",0
735,C54A215W2,2,C43,"Through this course,I want to plan and strategise in business plans or proposals in the future. Through my co-curriculum activity and me being a student leader of my school, I have been given opportunities to plan many events or think of an another plan if one was to fail. Therefore, I hope to use the skills i have learnt and apply to my work and especially improving my skills through this course. When I get into this course and graduate from this course, I would want to be able to help others in their plans and how to improve on it. In school, in my Co-Curriculum Activity (CCA) which is National Cadet Corps (NCC),I have been a cadet leader and led my juniors to train and improve themselves. Other than being a leader in my CCA, I am also a student councillor of my school. Being a student councillor, i have been able to get opportunities to plan and organize many events such as Speech Day,Open House for 3 years, Art Fiesta which is an arts event of my school etc. In my 4 years in my school, I have represented the school in my occasions like competitions or camps or even community work. I have taken part in the NCC Competition by representing the school and my CCA. I have also taken part in the Outward Bound Camp in 2016. I have done community work with my class and the school such as Meals on Wheels with TouchHome Care in 2017 and also with NKF in 2016 by visiting the patients.",0
739,C54A218W1,1,C85,"I feel that coding is an interesting and fun subject to learn in a Polytechnic. As coding itself is not a subject in most secondary schools including mine, I would want to learn more about the subject itself. I also love doing some coding when I have the free time, I would go to some online lessons on coding and learn some languages and techniques about coding. From my knowledge, some languages are: Python, Ruby, Java, JavaScript, etc. I have only started on 2 of these which are JavaScript and Java, however, I am still an amateur. In my opinion, I feel that coding is a subject which I enjoy. Level of Attainment: Leadership - 2 Achievement - 1 Participation - 2 Service - 5 Level of Participation: PA/AVA - Member Activities I have participated in: - Sec 3 Service Learning PA/AVA Anniversary and Awards Day - PA/AVA Chinese New Year - Sec 2 Green Compass Programme PA/AVA National Day Celebration 2016 - Provide Service for the Student Leaders' Investiture Cyberwellness Representatives",1
741,C54A219W2,2,C36,"I am interested to pursue IT as I have always been fascinated by the world of IT and how it has greatly improved our lives and allow us to create new designs and inventions. I learnt coding when I was in sec 4. To date, I have built 5 computers. I love to explore how certain programs and apps work. I hope to be a professional and wish to work in famous companies. As SG continue to progress into a more technologically advanced society, I believe AI will become increasingly relevant and important and i believe the course will be the appropriate platform for me to embark on this cool experience. In secondary school, I served well as a subject representative and a class monitor I received many eulogise from my subject teachers and form teachers. From 2014 to 2018, I have been in the Boys' Brigade. In 2016 I have participated in an event in my CCA called the FCBC cup for basketball and achieved First place as the Vice Captain for the game. In 2017 I was involved in the Secondary 1 Orientation group and I have served as a Logistic member. From 2015 to 2018 I have served as the Physics Representative and in 2018 I have served as the class monitor to guide and lead the class. In school, I have participated in various VIA opportunity and served the community for 207 hours. In 2017 I have received an Edusave Merit Bursary Award. In school, I have been acknowledged by many school teachers for assisting them. In 2015 I have participated in the NYAA and achieved Bronze. I have been actively participating in interclass competitions since Secondary 2.",0
752,C54A229W2,2,C36,"After attending the 4-days Cybersecurity and Digital Forensics course in NYP, I have gained interest and would like to know more about the IT industry. Though the 4-days course was interesting, I would still like to be exposed to other IT courses and have a more comprehensive understanding of the IT industry. The all-round education will provide me with an opportunity to be equipped with the necessary skills. The intern ship programme between NYP and the different companies provide real-world experiences for me to learn and grow. I am a sergeant in my CCA, NPCC. Being a sergeant, I was able to hone my leadership skills by planning and conducting trainings for my juniors. I also have to oversee camps held by my juniors to ensure that the camps run smoothly. I have also went to kayaking with my squad mates and attended courses such as Civil Defence Basic Course during my 4 years in NPCC. In Chingay 2017, I volunteered as a motivator together with my CCA. My job as a motivator was to hype up the crowd. As a senior of the CCA, I have to ensure that the safety of my juniors were taken care of. I have also took part in my school inter-class and won 1st place in volleyball in 2017 and 3rd in softball in 2018.",0
754,C54A230W2,2,C85,"I have been fascinated by technology since I was young. Choosing an IT curriculum activity in primary school, I learned to create my own name card and even got a chance to create a game for myself which I was very proud of, with the guidance of my Teachers. . Although working in IT industry may sound stressful with long hours, and one must constantly upgrade oneself in order to be successful, the sense of accomplishment that accompanies each project is both exciting and rewarding . I am determined to be do well by furthering my studies in IT. I was nominated chairperson for my class for two years and I have participated in various VIA activities. Such as partnering with food bank , picking up rubbish at beaches , volunteering at childcare centres and elderly homes . I have also participated serveral sports events oragnised by the school . Such as cross country and sports day .",0
763,C54A1W1,1,C54,"I am interested to learn more about cybercrime, how it takes place and how to prevent it. The not so recent attack on SingHealth has got me thinking on how to better protect myself online and how the hackers actually managed to attain all the information from a well protected system. Moreover, it got me wondering on how to actually prevent and stop these hacking from taking place. I believe that the skills that I will learn from this course will help me to get a job in the future, considering the fact that the government has already launched a new pillar of total defence, being digital defence Member for Robotics Club Chairperson for class 2016 Represented School at East Zone DSTA-DSO Robotics Skill Challenge Obtained Gold Award at Singapore VEX Robotics Championship",0
764,C54A1W2,2,C43,"I have a passion for it. The way companies work to attract as many customers as they can really got me thinking on how they have managed to gain as much attention and recognition that they have. As such, I am interested to enter this course as it will educate me on how the data attained by these companies is being utilized and analyzed and how it is being translated into the companies business. I am also intrigued by the large amounts of money that these companies can get just by their well planned marketing and how they analysed the data that they attain. Member for Robotics Club Chairperson for class 2016 Represented School at East Zone DSTA-DSO Robotics Skill Challenge Obtained Gold Award at Singapore VEX Robotics Championship",1
765,C54A1W3,3,C36,I want to learn the basics of ICT and eventually go to a course such as course C54 from the common ict programme. Member for Robotics Club Chairperson for class 2016 Represented School at East Zone DSTA-DSO Robotics Skill Challenge Obtained Gold Award at Singapore VEX Robotics Championship,0
766,C54A2W1,1,C54,"I have always had an interest in becoming a white hat hacker. I would like to pursue that as a career and this course will provide me with the best opportunity to do so. The modules Cybersecurity Attack and Defense, Software Engineering etc. have me truly intrigued. I have learned the basics of Python 2 online. I also participated in the Youth Cyber Exploration Program achieving top 10 ranking and proceeded subsequently to the top 15% competition where my team finished in 3rd position. My Mathematics grades have been consistent A's. I hope to join NYP and contribute to its standing nationally. For achieving good academic performance and good conduct, I was awarded the Edusave Certificate of Academic Achievement in the years 2012-2015 and 2018. I was appointed prefect in primary school in 2013 and served the school in that capacity for 3 years until 2015. I was the class Vice-Chairman in 2016, secondary 1. I participated in an Arduino Basic Programming course in the early part of 2019. My CCA Drama achieved 2 SYF Accomplishments. After 3 and a half years of being in Drama, I was also awarded the Commendable Service Award in 2019 for my continued efforts. Recently, I participated in the Youth Cyber Exploration Program where I was ranked top 10 in the individual Capture-The-Flag challenge conducted at Nanyang Polytechnic. Subsequently, I proceeded to the central team Capture-The-Flag challenge which comprised of the top 15% from all polytechnics where my team placed 3rd.",1
767,C54A3W1,1,C54,"Since an adolescent, I got greatly intrigued by computing concepts and mechanics. As the modern world is facing increased cyber intrusions, I aspire in using my tech skills to fight and protect data. With cybercriminals continually evolving with their ways, and methods like ransomware are becoming more sophisticated, the world is in desperate need of people who can make an impact and secure users data. This sparks me to be part of this dynamic society which allows people to surf the internet securely and protect their privacy. I want to play my part to ensure this as a cybersecurity analyst. In secondary 2 I had the opportunity to partake in the STEM Young Engineer conducted by Singapore Polytechnic and obtained the silver. The aforementioned program allowed me to experience building a robot rover AI using Arduino. Which allowed me to gain basic knowledge of coding. Currently, I hold up a position as a class leader in my class. I believe that every issue would not be solved merely by one's effort. I and my other class leaders will work unitedly as a team to come out with plans that will benefit the class. Likewise, in cybersecurity, no one is a solo player and I believe that teamwork is a fundamental quality to protect data and security. Furthermore, I recently had the opportunity to participate in the Youth Cyber Exploration Program 2019 conducted by Cyber Security Agency Singapore where I learned the basic knowledge of python and ethical hacking ways with the aid of Kali Linux. I was awarded a certificate of competence in a mini capture the flag competition at the end.",0
768,C54A3W2,2,C85,"Who could say no to becoming a multi-skilled IT expert? It has always astounded me whereby the entire world is connected through hand-sized gadget known as smartphones. The ability to solve any problems without any effortless process. In fact, having thought about a personal problem and applied a technology-related solution has helped me perceive that we live in digital world. Merging that with cybersecurity allows me to seize my desired goal in life. In the future, I am assured that this course helps me to emerge as a successful multi-tasking programmer with solid fundamental background skill In secondary 2 I had the opportunity to partake in the STEM Young Engineer conducted by Singapore Polytechnic and obtained the silver. The aforementioned program allowed me to experience building a robot rover AI using Arduino. Which allowed me to gain basic knowledge of coding. Currently, I hold up a position as a class leader in my class. I believe that every issue would not be solved merely by one's effort. I and my other class leaders will work unitedly as a team to come out with plans that will benefit the class. Likewise, in cybersecurity, no one is a solo player and I believe that teamwork is a fundamental quality to protect data and security. Furthermore, I recently had the opportunity to participate in the Youth Cyber Exploration Program 2019 conducted by Cyber Security Agency Singapore where I learned the basic knowledge of python and ethical hacking ways with the aid of Kali Linux. I was awarded a certificate of competence in a mini capture the flag competition at the end.",0
769,C54A3W3,3,C80,"As the world shifts more towards digitalization due to its capability and effectiveness I believe that Infocomm and security plays an indispensable part in helping secure personal data. And wanted to gain the knowledge need to pursue my dream. Therefore, I attended the Youth Cyber Exploration and learned about the fundamentals of networking and operating system and internet security. I firmly believe that this course in NYP will help me attain a deep knowledge of online security. In secondary 2 I had the opportunity to partake in the STEM Young Engineer conducted by Singapore Polytechnic and obtained the silver. The aforementioned program allowed me to experience building a robot rover AI using Arduino. Which allowed me to gain basic knowledge of coding. Currently, I hold up a position as a class leader in my class. I believe that every issue would not be solved merely by one's effort. I and my other class leaders will work unitedly as a team to come out with plans that will benefit the class. Likewise, in cybersecurity, no one is a solo player and I believe that teamwork is a fundamental quality to protect data and security. Furthermore, I recently had the opportunity to participate in the Youth Cyber Exploration Program 2019 conducted by Cyber Security Agency Singapore where I learned the basic knowledge of python and ethical hacking ways with the aid of Kali Linux. I was awarded a certificate of competence in a mini capture the flag competition at the end.",0
770,C54A4W1,1,C54,"When I was young.Technology was not introduced to me.The only thing that was close was the television.Going into secondary school with a brand new phone and a computer was like an adventure.I had 0 clues on how to use a phone or a computer.Thankfully a friend of mine taught me everything I need.I was really interested in technology since then! I believe that programming and data science has become more universal in society.This , however, will increase the threat of virus which is a serious problem in today world.I want to wrap myself with the knowledge of this course to fight against threats. In my secondary 3 years, my cca, Chinese orchestra got a gold award.",0
771,C54A5W1,1,C54,Cyber Security is very interesting to me as I have little knowledge about it. I had a brief overview about it when I when to singtel. I like the idea of white hat hacking and how it is interesting to keep learning new things to save the future of technology. Participated as Backstage Crew for Drama SYF and got certificate of accomplished . Being part of backstage Crew needs to handle alot of things and teamwork is needed. I am a class monitor in secondary school and was a student leader in primary school. Have done some community work with classmates.,0
772,C54A6W1,1,C54,"My interest in cyber security stemmed from reading a book called The Cyber Attack Survival Manual. After reading it, I realized the importance of protecting my data. I am also spurred on to prevent cyber threats. Thus, in March 2019, I signed up for the Youth Cyber Exploration Programme (YCEP) in SP. My competency in cyber security was validated when I clinched the 3rd prize from SP's YCEP. In June, NYP's YCEP further deepened my enthusiasm for cyber security where I learnt the fundamentals of steganography. I believe this course will fulfill my dream of becoming a cyber security analyst. Being a well-rounded student, having achieved Model Bendemeerian Award for 2019 recognised me for my exemplary conduct and values. From 2017 to 2018, I was selected as the chairperson in class thus developing my leadership qualities. Studies-wise, I am proud to have been awarded the Edusave Merit Award for my academic abilities in 2016. Holding the rank of staff sergeant in the NCC, my leadership and teamwork skills resulted me to obtain silver for National Youth Achievement Award in 2018. I also clinched 1st in the district gold award for a NCC orienteering competition in 2018. Participating in SP Youth Cyber Exploration Programme in March 2019 and winning 3rd was my pride. In June 2019, winning 4th as a team in the Youth Cyber Exploration Programme Central Capture-the-Flag event deepened my passion for Cyber Security. I am grateful that I was also given the opportunity for a VIA trip to Tanjung Balai in 2017 as I was able to make a difference to the less fortunate.",0
773,C54A6W2,2,C36,"My motivation in IT came from reading a book called The Cyber Attack Survival Manual. After attending the SP Youth Cyber Exploration Programme (YCEP) in March 2019, my competency in IT was further enhanced and validated when I received the 3rd prize. In June 2019, YCEP at NYP further intensified my passion for IT where I was first subjected to python programming language and steganography. I believe that this course will equip me with essential IT skills to excel at fundamentals of IT courses before delving into specialization in year 2. My aspiration is to become a Cyber Security Analyst. Being a well-rounded student, having achieved Model Bendemeerian Award for 2019 recognised me for my exemplary conduct and values. From 2017 to 2018, I was selected as the chairperson in class thus developing my leadership qualities. Studies-wise, I am proud to have been awarded the Edusave Merit Award for my academic abilities in 2016. Holding the rank of staff sergeant in the NCC, my leadership and teamwork skills resulted me to obtain silver for National Youth Achievement Award in 2018. I also clinched 1st in the district gold award for a NCC orienteering competition in 2018. Participating in SP Youth Cyber Exploration Programme in March 2019 and winning 3rd was my pride. In June 2019, winning 4th as a team in the Youth Cyber Exploration Programme Central Capture-the-Flag event deepened my passion for Cyber Security. I am grateful that I was also given the opportunity for a VIA trip to Tanjung Balai in 2017 as I was able to make a difference to the less fortunate.",1
774,C54A7W1,1,C54,"As a native born in the digital age, I have learnt that it is imperative that our personal data is protected since it is easily accessible online. Last year, my mother fell victim to an online scam and lost a huge sum of money. From then on, I took a vested interested in this field and aspire to become a cybersecurity professional so that other families would not fall prey to such scams as my mother did. To pursue my interest in cybersecurity, I have made the first step by learning to code online during my holidays in which I received a Responsive Web Design Certification Being a member of the Bowen Military Band instilled me with many important values and qualities such as teamwork, resilience and the ability to be versatile.The numerous performances that I have taken part in,including the Bands inaugural concert in 2019,the Formula 1 starting grid presentation in 2017, NDP 2019 music recording, as well as three consecutive years in SYF (SYF award- Gold for year 2016-18) has taught me the need to manage my time between my CCA, academics and family. I was also given the opportunity to expand my horizons by visiting Tra Vinh,Vietnam to carry out volunteer work by building an eco-garden for the village children and also educating them on the environment. In sec 2,I started working at Nandos which forced me out of my comfort zone to experience the working world. Learning to communicate from people of all walks of life are life skills which I would otherwise never have obtained.The challenges I faced while working allowed me to develop good judgement skills",0
775,C54A8W1,1,C54,"As I like to learn how to manage or create a firewall to protect business by using coding it is on of the way for me to work as white hack . Helping people to find back things that are being hack makes me feel proud. And I'm interested to learn about wall penetrating so that I can do my part to help the people in whom need help . By taking this course I can contribute to the society and pursue my interest. Aiming to create a better firewall and protect the society by making sure that Singapore is well protect from cybercrime and black hacks, helping people to get a affordable services Ncc being a cadet officer, and a fitness leader .Being a class leader.participate school activity for IT such as scratch, nyp IT workshop helps me to learn more about coding.i participate school via which was visiting the oldfox home and for napfa archive gold for the 5 years .",0
776,C54A8W2,2,C36,"I still get a chance to learn about coding so that it will help me in deciding which part of IT that I'm good in. And still I can pursue my dream and while expending my knowledge on IT as it is a genal course .So I can be a better coder , programmer. Helping me to gain more experience in coding which it will be meaningful for me as I do not have much experience in coding. Aims to be a white hack, contribute to the society . Helping people who need such service at a affordable way for them Ncc being a cadet officer, and a fitness leader .Being a class leader.participate school activity for IT such as scratch, nyp IT workshop helps me to learn more about coding.i participate school via which was visiting the oldfox home and for napfa archive gold for the 5 years .",0
777,C54A8W3,3,C80,"As it is specialist in the infocom security helping me to learn about how to safely protect individual digital appliances .Safely guard user and helping Singapore to defence on attack by cyber black hacks. I always wanted to be a white hack , protecting Singapore by any thread from the IT.To create a better firewall. Contributing to the nation , society by making sure that Singapore firewall is well protected and making sure that other Hacker will be afraid to hack to Singapore system letting people to live in a safer cyber world and will be able to enjoy Ncc being a cadet officer, and a fitness leader .Being a class leader.participate school activity for IT such as scratch, nyp IT workshop helps me to learn more about coding.i participate school via which was visiting the oldfox home and for napfa archive gold for the 5 years .",1
778,C54A9W1,1,C54,"This course caught my interest when the sixth pillar of Total Defence was introduced to the Republic of Singapore.Also, I participated in NPCC in my school as a CCA in year 2015. Through this CCA, I am fully aware that keeping myself save and secure in this social media society is important. I had went for several courses such as Crime Prevention course and Total Defence course as it thought me ways to ensure myself and people around me to keep ourselves secure in this cyber world. Therefore, I am very eager to learn in this course to help maintain Singapore security system save from hackers. I graduated from my school National Police Cadet Corps(NPCC) with a Staff sergeant rank and I was the camp craft leader in my school NPCC unit. I have attended 3 competitions in NPCC such as camp craft competition in 2016 and 2018 as the team captain, I manage to push my team mates and got top 58 positions for the competition and is the best record for my school camp craft competition history. Also I attended drills competition in year 2017. Other than competitions, I have received both National Youth Achievement Award bronze and silver. In In my CCA, I am also able to persuade my peers to attend CCA regularly and be more actively participating in different courses in NPCC. I have also participated in my school cross-country event and manage to get into top 20 positions for 3 straight years. I am not in a students disciplinary team(prefects) but however, I manage to to get more than 170 values-in-action (VIA) points(school service hours) as I actively participate and help out in school",0
779,C54A10W1,1,C54,"Since primary school, I have had an interest in hacking and programming from media like games and tv series, and have researched various methods of breaching like SQL injections and Phishing, I have also joined the Infocomm CCA to learn more about programming. However, it was the open house at Nanyang Poly and the recent cyber attacks on Singapore that alerted me to the Cybersecurity as a career choice. In the future, I wish to contribute to the industry as a Cyber Security Engineer and Penetration Tester. I have participated in YCEP 2019 at Nanyang Polytechnic, learning Steganography, Cryptography, Python programming, netcat and how to use Kali Linux, placing 11th in the CTF, as well as competing in the Central CTF, further learning SQL injections, Shell uploading. server PWNing and professional ethics, with my team placing 6th. I have also done a work attachment and workshop at NEM Singapore in Sec 3, having learned about Blockchain and Cryptocurrency as well as minor Python Programming, learning the uses and current application of Blockchain technology as well as creating a theoretical application of Blockchain in schools. Furthermore, I have been in the information and Communications Club since Sec 1, have participated is several Scratch games and app creation workshops, as well as drone programming and flying workshops as well, having participated in a competition in Sec 3 at ITE Central.",1
780,C54A10W3,3,C36,"Since primary school, I have had an interest in hacking and programming from media like games and tv series, and have researched various methods of breaching like SQL injections and Phishing, I have also joined the Infocomm CCA to learn more about programming. However, it was the open house at Nanyang Poly and the recent cyber attacks on Singapore that alerted me to the Cybersecurity as a career choice. In the future, I wish to contribute to the industry as a Cyber Security Engineer and Penetration Tester. In my second year, I hope to choose Cybersecurity as my Module. I have participated in YCEP 2019 at Nanyang Polytechnic, learning Steganography, Cryptography, Python programming, netcat and how to use Kali Linux, placing 11th in the CTF, as well as competing in the Central CTF, further learning SQL injections, Shell uploading. server PWNing and professional ethics, with my team placing 6th. I have also done a work attachment and workshop at NEM Singapore in Sec 3, having learned about Blockchain and Cryptocurrency as well as minor Python Programming, learning the uses and current application of Blockchain technology as well as creating a theoretical application of Blockchain in schools. Furthermore, I have been in the information and Communications Club since Sec 1, have participated is several Scratch games and app creation workshops, as well as drone programming and flying workshops as well, having participated in a competition in Sec 3 at ITE Central.",0
781,C54A11W1,1,C54,"I am inspired by my father who works in the IT industry and he will always share knowledge of new technology with me. He would also explain to me the different compartments of the computer and how they work. To deepen my interest, I participated in the Cybersecurity Boot Camp organise by NYP to learn more in-depth knowledge on what Cybersecurity is about. Moreover, as part of my school's ECG programme, I visited Polytechnics and WorldSkills 2018 with expose me further. My goal is to become a security penetration tester so that I can protect Singapore's important documents and keep them safe. I am a member of Tchoukball and I am an Upper Sec CCA Executive Committee from sec 3 to sec 4.In sec 1 and sec 2,I won the National Inter-School Tchoukball C Division Boys Championship 1st Team Placing.In sec 3,I won 2nd Team Placing but regained 1st Team Placing in sec 4.In sec 3,I was appointed by the school as the Student Council Vice-President.In sec 1,I was the model student. My school has Appreciation Day for the elderly workers and I had helped planned and executed the LLP.In sec 2,I went to Toa Payoh Central to help raise money for The Salvation Army. For LLP, I went to St. Lukes Elderly Care to engage with the elderly there.In sec 3, I went with my CCA to perform Yeoman service at Geylang West CC. I had volunteered for racial harmony at Kolam Ayer CC. For VIA, I went to Big Heart Student Care to educate the students about healthy lifestyle. For SC LLP, I had raise awareness about food wastage in school. In sec 3, I volunteered for NDP as an usher to guide the people.",1
782,C54A12W1,1,C54,I wish to gain a deeper insight behind cybersecurity as we are living in the era of technology. I gained this interest after attending the AEM Outsmart The Hacker organized by Republic Polytechnic this helped to further increase my desire to know more about the security scene behind all the networks and to be involved with the Cyber Security sector and play a role in future advancements. I have received a certificate of recognition in the SYF art exhibition. I believe that NYP cybersecurity course will further expose me to the cyber security sector and help attain a job in the industry. NIL,0
783,C54A12W3,3,C36,I wish to gain a deeper insight into ICT as we are living in an era of technology. I gained this interest after attending the AEM outsmart the hacker organized by Republic Polytechnic this helped to further increase my desire to learn more about technology and coding and how different parts interact with one another and the system that makes it all work together. I have received a certificate of recognition in the SYF art exhibition. I believe that NYP Common ICT Programme will be able to further expose me to the scenes of the ICT industry and help me attain a job in the industry. NIL,0
784,C54A13W1,1,C54,"I am personally very interested in this course as I recognise that the society we live in is evolving into a very technology oriented one , as such there comes a need for us to not take cybersecurity lightly but also enforce it. Furthermore , with the introduction of a new pillar of defence - Digital Defence , the importance and in Cybersecurity is amplified.All in all , I believe I have a strong passion towards Cybersecurity kindled by my hobby of penetration testing which I would like to refine in this course.I aspire to contribute to my nation by strengthening its pillar of Digital Defence. I am also the Uniform-In-Charge of my Choir CCA which manages , checks and if needed mend it during important events such as Singapore Youth Festival , Thanksgiving and Honours day and our school's biannual concert SingOut , this has given me a sense of personal responsibility and has trained me to think critically on the spot to improvise solutions which could help me in the courses which require critical thinking skills. I have also volunteered at the Singapore Christian Home at Sembawang and have clocked 30 hours in Values-In-Action.",1
785,C54A14W1,1,C54,"Since Sec 1, as a computing student, I am interested in mastering fundamentals of programming such as Python and also an active member in the Infocomm Club since Primary school. I felt curious and wanted to learn how data encryption handles authorisation. I was also fascinated by the skills and knowledge that I can learn about firewall protection and ways to prevent cyberattacks from hackers online in this course. Thus, I hope to pursue in the Cybersecurity field to create a safer Singapore in the cyberworld by pursuing a career as a cybersecurity professional, to prevent future data breaches. In my Secondary School, I was appointed as the vice-chairman to lead the Interactive Digital Multimedia Club in 2018. In my Computing class, I won a Bronze Award in the Bebras Computational Thinking Challenge in 2018. I also received a Bronze and a Silver in the STEM Young Engineer Award in 2017. I have participated in multiple IT competitions such as Stritwise in 2017-2018, winning the Social Media award in Sept 2018. In 2019, I participated in the National Coding Championships at NUS. In 2017, I participated in the National Day Parade as a performer. For VIA service projects, I travelled to Chiangmai, Thailand with my school to voluntarily teach English lessons to the Thai students and orphanage kids. In local community services, I have participated in my school Montfort Challenge, giving out tissue packets in 2017 and help cleaning up litters at the East Coast Beach in 2018. In the same year, I also volunteered in the St Gabriels Foundation Flag Day to help raise funds.",1
786,C54A15W1,1,C54,"Programming languages such as Javascript, Python and Ruby, their codes, functions and algorithms have always interested me. I have participated in the Youth Cyber Exploration Programme 2019 in Nanyang Polytechnic to pick up knowledge and wish to further deepen my skills and put them to good practical use online, eradicating anomalies, errors and bugs. I am a fast learner and am driven to learn the functions of programming in order to better defend the cybersecurity of companies and hopefully, the Singapore government in time, from hack attempts and to assure room for future developments. I started as a Sec 1 student in the NT stream and worked hard to get promoted to Sec 2NA. As a Sec 5 student, I have come to better understand the importance of tenacity and grit, to strive relentlessly for one's goals and aspirations. I was a Monitor in Sec 3 and served in the EXCO of HS Monitor Council as the Assistant Head of Operations. In the same year, I was in the EXCO of HS Symphonic Band and was the VIA Leader and the Section Leader of the Saxophone Section. These leadership opportunities have allowed me to develop creativity and flexibility in overcoming challenges faced as well as trustworthiness in gaining the respect of those under my charge. Participating in two SYFs and several VIA projects such as interaction with the elderly of HCA and 'Share-A-Textbook' Project in collaboration with NTUC FairPrice has moulded me into a more compassionate individual, one who places his needs above those of others and continually grows in character.",0
787,C54A15W3,3,C80,"Securing online systems and networks through programming codes and algorithms from languages such as Java and Python interest me. I have participated in the Youth Cyber Exploration Programme 2019 in Nanyang Polytechnic to pick up knowledge and wish to deepen my skills further and combine it with the innovation to invent and safeguard. I am a fast learner and am driven to learn the functions of networks and systems in order to be able to develop an innovative application that is safe, convenient and holds a new purpose for the future generation. I started as a Sec 1 student in the NT stream and worked hard to get promoted to Sec 2NA. As a Sec 5 student, I have come to better understand the importance of tenacity and grit, to strive relentlessly for one's goals and aspirations. I was a Monitor in Sec 3 and served in the EXCO of HS Monitor Council as the Assistant Head of Operations. In the same year, I was in the EXCO of HS Symphonic Band and was the VIA Leader and the Section Leader of the Saxophone Section. These leadership opportunities have allowed me to develop creativity and flexibility in overcoming challenges faced as well as trustworthiness in gaining the respect of those under my charge. Participating in two SYFs and several VIA projects such as interaction with the elderly of HCA and 'Share-A-Textbook' Project in collaboration with NTUC FairPrice has moulded me into a more compassionate individual, one who places his needs above those of others and continually grows in character.",1
788,C54A16W1,1,C54,"I attended the Youth Cyber Exploration Programme this year, exposing me to areas like applied cryptography and penetration testing which piqued my interest as I enjoy solving problems using computational thinking. I chose to take Computing as an O Level subject and have developed a strong foundation in programming, as seen from a mini game I programmed on the micro:bit. I have attained bronze and silver awards in the Bebras Computational Thinking Challenge. I am confident my passion lies in this area and want to apply my skills to help solve real-world cybersecurity issues in the future. I have achieved several achievements in my secondary school in areas like my CCA, class leadership roles and advanced elective modules. In my CCA, NCC, I attained Assistant Platoon Sergeant in 2018 which allowed me to gain confidence and learned that I could lead my juniors with confidence. I have a class role as a VIA head representative where I'm in charge of organising and briefing my class about a VIA activity. I achieved bronze in 2018 and silver in 2019 when I participated in the Bebras Computational Thinking Challenge to test my own computational thinking skills. I achieved bronze and silver in the 2017 STEM Young Engineer Award where I had to build and program a robot as a pair. I attended the Youth Cyber Exploration Programme in 2019 to understand and pick up skills related to cybersecurity and achieved the certificate of competence from a mini capture the flag competition.",1
789,C54A16W2,2,C85,"I have been fascinated with technology ever since I took up robotics and learned basic programming in primary school. I had attended elective modules to broaden my knowledge about technology and achieved bronze and silver in the STEM Young Engineer Awards in 2017. I chose to take Computing as an O level subject to pursue my interest in technology and picked up basic skills related to information technology. I believe that NYP has the resources that allow me to pursue my future career as a multi-skilled IT professional in the industrial world. I have achieved several achievements in my secondary school in areas like my CCA, class leadership roles and advanced elective modules. In my CCA, NCC, I attained Assistant Platoon Sergeant in 2018 which allowed me to gain confidence and learned that I could lead my juniors with confidence. I have a class role as a VIA head representative where I'm in charge of organising and briefing my class about a VIA activity. I achieved bronze in 2018 and silver in 2019 when I participated in the Bebras Computational Thinking Challenge to test my own computational thinking skills. I achieved bronze and silver in the 2017 STEM Young Engineer Award where I had to build and program a robot as a pair. I attended the Youth Cyber Exploration Programme in 2019 to understand and pick up skills related to cybersecurity and achieved the certificate of competence from a mini capture the flag competition.",0
790,C54A17W1,1,C54,"I would like to take this course because it appeals to my interest and my skills. I have always been interested in computer and have used it since young. This is perfect for me to expand my skills to contribute to the society in the future where majority of jobs are IT based. With hackers being more common, it is crucial to have a defence for the cyber world and keep it secured. I want to play a major part in these industries and contribute to the society in the future. I will take this opportunity to work hard and improve my skills through this course to help keep the cyber world secure. I have a accomplishment for 2 Syf in band. I cleaned up elderly homes, went to elderly homes and taught them skills.",0
